component_source_seq_id,source_seq_id,record_id,problem_group_id,split,component_splits,exclude_evaluation_group
70390741029,70390741029,b86a103ca1f712d377d75b2c0394746e87a032ae2d15cfd7b80c39b2bf066bc6,000eb9b75e264892a92d71d2ba2fb429b1b0c9b924fb52d07c97e3b059a6b4ad,external_test,external_test;train,True
70390741029,4775953968,bb7c7d8099a6323885a594b1ceaa84d48eb8de1094437506c8119f9b0136f431,2da295e1373ad3bc6722429325c2812366e2498b3dc4f2b2bebd3f02ca8433bb,train,external_test;train,False
72803486139,72803486139,09c7190d6886473c4d6ba5a4aaa758594a8248de05dea9d115ac31123141fd9a,002438c314fc0701ca96e00a05537383fd728d3939391ff2ab7aec4e3af931c3,external_test,external_test;train;validation,True
72803486139,43058509113,f1fa265a77803ed1b8f810217807b49310a55d74d802a39826582ec3dadafe16,ff4076b1b5b3bc04ab06f3512117d001e006552a627a0be988dc0cec67c46780,external_test,external_test;train;validation,True
72803486139,1004722367,8475a6fe78730766f20272fd1f3a64d72e99076bfa9973a932dc430c394d1607,002fe196bd2a94e9592dc29b268518a8bb75a3cc035a37153616095764f8d73d,train,external_test;train;validation,False
72803486139,31972407188,0e7af4218c180eae9cb0a703d626b7849b4f64bd31c9c8c30b7331faec37caa6,191d7cb60c3e947f0e55f99e51c475b4d4638adc7bd1691b2325f339f67edd31,train,external_test;train;validation,False
72803486139,16773850303,2fe2e01ba00f172f99072c8ccf115b46c80d364908f5dcb09241c975510c9267,230845966ea0f57c17a1caa71974079080e1a7a1350a320f23d8fa54fa28d5eb,train,external_test;train;validation,False
72803486139,32644446548,b7dfb24e2dc917a8bbe723598ff95f31bc39a38f91446a8f74e5de5bc091ebf9,4b600674e0aad23b25ebc694c98ea7f2d921c8d4a777805fe0520783857669ab,train,external_test;train;validation,False
72803486139,16192686674,f586d07f0d9b720ae9adabce55373250a12edec136f9a8dbe9e93381df987d80,5212681c30b49a0cce7f55a0c0cdbdd1de274e079a50fa370fe1ecfacb522fe2,train,external_test;train;validation,False
72803486139,33186387679,d64a45ba78e2cc47856f869c6fc34f7c6b7e123e3f3cd8ba88668e6c47fb6b53,69a20337abd8477310074a21218ce80a3b370c7edf40a9f88b84b0c582b5a773,train,external_test;train;validation,False
72803486139,1068890456,96fecd5b6752b54a3bd37d9e20a57db307a5437e6a1c02a3e48db65dcfed8831,791d1a49b45f30ccceac7f19d6c379d8097e43218b335329dc4b2807c8ab04a5,train,external_test;train;validation,False
72803486139,20430124079,54df010c13d9774596abddf8e78ee9cbae5e5d3060e48306973784570dfb5e88,796bf19534591332740cdeb0d1689f62e615ef1fb9ade216cc5860b94dae5ad3,train,external_test;train;validation,False
72803486139,72076840852,8ac3fa196efcc6d00480888ec09e518c6682e93d27d4ecc3f47e90e0e744001c,796bf19534591332740cdeb0d1689f62e615ef1fb9ade216cc5860b94dae5ad3,train,external_test;train;validation,False
72803486139,12259757335,3ffa77a837546dc511bd54e5796ffe136a941428bb1167bb00dd586b64567dad,918212318e62ac9b50feb999f295f9199acd514c0289aaf49438c4cf232617dc,train,external_test;train;validation,False
72803486139,74180405424,f6a13a0ea53c16e18fd8ff91e2364ea519452dfbc1331f9eeeb67ef323f5b760,9dbe0cbc474e1edfee97b02efd25d46d9d96c1eea0629cbac4077bc04a7142aa,train,external_test;train;validation,False
72803486139,14404023151,6afb46f41f6fd031ae5044620a6bee8e5e68e2670bf259d725aa12b7a6f95406,aea5b2a05423b4493ac97408b228fb09e82d3d2cbf67c06c4d52baa038f6c352,train,external_test;train;validation,False
72803486139,31512585854,0d1da9f8b0228ec554fa88209433a0eb5d3112abb3bd4c9b6ae8da49f9e7aba1,dae0b4175f3519d3cea693134550f8123837e9579cef008e914f443c41ba2404,train,external_test;train;validation,False
72803486139,43399321455,23bf55351ad0b9c050609a803ec0ada04127a50469ae16984c6ae88948ff34de,e8e35fba2d8c415a49ce088d5d0c3116b3b74cea3f38bd4eaeca7cd90ed90787,train,external_test;train;validation,False
72803486139,72324629508,2afdd7a4aaa8568acfc3802bff5db853a0b747e56e670ddb4778afbcf3a4b188,e8e35fba2d8c415a49ce088d5d0c3116b3b74cea3f38bd4eaeca7cd90ed90787,train,external_test;train;validation,False
72803486139,33914081979,537e665a565adbe0de950bcb776b9be8347f544bd9a992309468c53e49fba3ad,ec7b2686ad3f05733005107a2c2a1d43e182c70b962adacf1e4ef922f7e8445c,train,external_test;train;validation,False
